样点地价,级别,功能分,等级,面积_1,折现年份,设定功能分,贴现系数,等级_1,级别价,距车站距离,级别价评估,区片价评估,测算容积率,用途_E,乡镇名称_E,名称_E,规划用途_E,开发程度_E,规划用途_1_E,开发程度_1_E,分类_E,主要区域_E,DLBM_E,DLMC_E,ZLDWMC_E,BZ_E,用途_1_E,区片_E,容积率_1_E,商服评价_E,市场评价_E,车站评价_E,银行评价_E,文娱评价_E,评估用途_E
5417.00,1.00,95.00,1.00,218136.87,7.98,54.50,0.62,0.28,890.00,0.00,890.00,0.00,0.00,6.00,18.00,8.00,5.00,10.00,5.00,10.00,3.00,4.00,7.00,7.00,65.00,4.00,2.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
5762.00,1.00,100.00,1.00,35517.72,0.00,60.00,1.00,1.00,890.00,0.00,890.00,0.00,1.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,7.00,7.00,65.00,4.00,2.00,17.00,30.00,8.00,2.00,2.00,2.00,2.00,7.00
4457.00,1.00,100.00,1.00,30541.27,0.00,60.00,1.00,1.00,1403.00,650.00,1190.00,1404.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,44.00,31.00,8.00,7.00,5.00,6.00,7.00,15.00
3178.00,1.00,95.00,1.00,37883.88,0.00,60.00,1.00,1.00,1403.00,630.00,1190.00,1404.00,0.00,6.00,18.00,8.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,6.00,5.00,44.00,21.00,8.00,7.00,7.00,9.00,8.00,15.00
4318.00,1.00,100.00,1.00,16282.48,0.00,80.00,1.00,1.00,1911.00,200.00,1700.00,1911.00,2.50,6.00,18.00,7.00,19.00,14.00,19.00,14.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,36.00,31.00,8.00,7.00,7.00,9.00,7.00,15.00
4889.00,1.00,95.00,1.00,35098.57,0.00,60.00,1.00,1.00,1911.00,300.00,1700.00,1911.00,0.00,6.00,18.00,8.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,36.00,21.00,7.00,7.00,7.00,9.00,7.00,15.00
3554.00,1.00,100.00,1.00,220579.48,7.98,66.60,0.62,0.28,2695.00,150.00,2460.00,2695.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,38.00,31.00,8.00,7.00,7.00,9.00,7.00,15.00
3804.00,1.00,100.00,1.00,220499.52,7.98,65.80,0.62,0.28,2695.00,150.00,2460.00,2695.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,38.00,31.00,8.00,7.00,7.00,9.00,7.00,15.00
3546.00,1.00,95.00,1.00,35098.57,0.00,60.00,1.00,1.00,1911.00,300.00,1700.00,1911.00,0.00,6.00,18.00,8.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,36.00,21.00,7.00,7.00,7.00,9.00,7.00,15.00
3583.00,1.00,95.00,1.00,35098.57,0.00,60.00,1.00,1.00,1911.00,300.00,1700.00,1911.00,0.00,6.00,18.00,8.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,36.00,21.00,7.00,7.00,7.00,9.00,7.00,15.00
3325.00,1.00,95.00,1.00,229065.04,7.98,54.60,0.62,0.28,1911.00,300.00,1700.00,1911.00,0.00,6.00,18.00,8.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,36.00,21.00,7.00,7.00,7.00,9.00,7.00,15.00
2556.00,3.00,50.00,1.00,242592.79,8.08,53.50,0.60,0.28,1438.00,300.00,1700.00,1438.00,1.50,6.00,18.00,5.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,28.00,29.00,6.00,7.00,5.00,7.00,6.00,15.00
2659.00,3.00,50.00,1.00,256856.34,8.15,54.30,0.60,0.28,1403.00,800.00,1190.00,1404.00,2.50,6.00,18.00,5.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,64.00,2.00,5.00,44.00,31.00,6.00,5.00,5.00,8.00,6.00,15.00
3253.00,1.00,95.00,1.00,219425.48,0.00,80.00,1.00,1.00,1403.00,1650.00,1190.00,1404.00,0.00,6.00,18.00,8.00,23.00,14.00,23.00,14.00,1.00,1.00,14.00,14.00,64.00,6.00,5.00,44.00,21.00,6.00,6.00,5.00,6.00,6.00,15.00
4309.00,1.00,100.00,2.00,6625.58,0.00,80.00,1.00,2.00,1546.00,1050.00,1700.00,1546.00,2.50,6.00,18.00,7.00,9.00,14.00,9.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
4259.00,1.00,100.00,1.00,5757.80,0.00,60.00,1.00,1.00,3300.00,1050.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,12.00,12.00,65.00,4.00,4.00,32.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
3205.00,1.00,100.00,1.00,202452.42,7.98,53.90,0.62,0.28,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
3828.00,1.00,100.00,1.00,20477.94,0.00,60.00,1.00,1.00,1546.00,850.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
5660.00,1.00,100.00,4.00,7915.73,0.00,100.00,1.00,4.00,1546.00,1050.00,1700.00,1546.00,2.50,6.00,18.00,7.00,21.00,14.00,21.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
4432.00,1.00,100.00,1.00,7541.24,0.00,60.00,1.00,1.00,1546.00,1050.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
4163.00,1.00,100.00,1.00,216818.93,8.05,61.70,0.62,0.28,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
3779.00,1.00,100.00,1.00,217223.57,8.05,61.90,0.62,0.28,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
3522.00,1.00,100.00,1.00,207783.93,8.05,55.70,0.62,0.28,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
5036.00,1.00,100.00,1.00,44503.42,0.00,60.00,1.00,1.00,1628.00,950.00,1700.00,1628.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,37.00,31.00,6.00,7.00,4.00,9.00,4.00,15.00
3710.00,2.00,72.00,1.00,202171.62,8.05,56.00,0.62,0.28,1628.00,750.00,1700.00,1628.00,2.50,6.00,18.00,6.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,37.00,31.00,5.00,7.00,3.00,9.00,5.00,15.00
2756.00,2.00,72.00,1.00,9335.62,0.00,60.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,18.00,6.00,17.00,14.00,17.00,14.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
2512.00,2.00,72.00,1.00,191938.16,8.05,54.40,0.62,0.28,1366.00,700.00,1190.00,1366.00,2.50,6.00,18.00,6.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,33.00,31.00,8.00,7.00,5.00,9.00,6.00,15.00
3919.00,1.00,100.00,1.00,181099.52,7.98,54.00,0.62,0.28,1366.00,550.00,1190.00,1366.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,33.00,31.00,8.00,7.00,5.00,9.00,6.00,15.00
4163.00,2.00,72.00,1.00,177503.76,7.98,53.70,0.62,0.28,1366.00,500.00,1190.00,1366.00,2.50,6.00,18.00,6.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,33.00,31.00,6.00,7.00,5.00,7.00,6.00,15.00
4542.00,1.00,100.00,1.00,39093.83,0.00,60.00,1.00,1.00,1546.00,650.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,35.00,31.00,8.00,6.00,3.00,7.00,5.00,15.00
5266.00,1.00,100.00,1.00,21406.14,0.00,60.00,1.00,1.00,1546.00,750.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,35.00,31.00,8.00,5.00,3.00,7.00,5.00,15.00
4353.00,1.00,100.00,1.00,39093.83,0.00,60.00,1.00,1.00,1546.00,750.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,35.00,31.00,8.00,6.00,3.00,7.00,5.00,15.00
3077.00,1.00,100.00,1.00,32187.16,0.00,60.00,1.00,1.00,890.00,950.00,1700.00,1546.00,2.50,6.00,18.00,7.00,17.00,14.00,17.00,14.00,3.00,4.00,7.00,7.00,65.00,2.00,2.00,17.00,31.00,7.00,6.00,4.00,9.00,5.00,15.00
3112.00,1.00,100.00,1.00,190460.60,7.98,54.00,0.62,0.28,1546.00,850.00,1700.00,1546.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
4815.00,1.00,100.00,2.00,14661.84,0.00,80.00,1.00,2.00,1546.00,900.00,2680.00,3300.00,2.50,6.00,18.00,7.00,9.00,14.00,9.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,5.00,7.00,2.00,13.00
3149.00,1.00,100.00,1.00,180544.57,7.98,60.40,0.62,0.28,1546.00,800.00,2680.00,3300.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,5.00,7.00,2.00,13.00
3482.00,1.00,100.00,2.00,10521.41,0.00,80.00,1.00,2.00,1546.00,700.00,2680.00,3300.00,2.50,6.00,18.00,7.00,9.00,14.00,9.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,5.00,7.00,2.00,13.00
5266.00,1.00,100.00,1.00,205960.48,7.98,54.80,0.62,0.28,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
3118.00,2.00,72.00,1.00,205165.03,7.98,54.70,0.62,0.28,1366.00,100.00,1190.00,1366.00,2.50,6.00,18.00,6.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,33.00,31.00,8.00,7.00,7.00,9.00,6.00,15.00
3515.00,1.00,100.00,1.00,225703.90,7.98,54.00,0.62,0.28,1142.00,150.00,1190.00,1143.00,3.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,2.00,5.00,23.00,27.00,6.00,6.00,7.00,9.00,4.00,15.00
3622.00,1.00,100.00,1.00,211849.30,7.98,54.70,0.62,0.28,1366.00,100.00,1190.00,1366.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,33.00,31.00,8.00,7.00,7.00,9.00,6.00,15.00
2578.00,1.00,100.00,1.00,277340.44,8.01,53.30,0.62,0.28,1142.00,710.00,1190.00,1143.00,0.00,6.00,18.00,2.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,42.00,3.00,5.00,23.00,21.00,6.00,7.00,7.00,6.00,7.00,15.00
2179.00,3.00,100.00,2.00,755560.56,0.00,50.00,1.00,2.00,290.00,0.00,245.00,290.00,0.00,6.00,18.00,2.00,4.00,14.00,4.00,14.00,3.00,4.00,5.00,5.00,42.00,4.00,1.00,10.00,21.00,2.00,2.00,2.00,2.00,2.00,4.00
1934.00,1.00,100.00,4.00,604794.64,8.00,60.00,0.62,4.00,0.00,0.00,0.00,86.80,1.19,6.00,18.00,2.00,15.00,5.00,15.00,5.00,3.00,4.00,8.00,8.00,38.00,1.00,3.00,13.00,12.00,3.00,1.00,1.00,1.00,1.00,9.00
1561.00,3.00,55.48,1.89,286955.63,8.66,52.70,0.60,2.00,660.00,0.00,660.00,0.00,0.00,6.00,18.00,2.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,42.00,4.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
3732.00,1.00,100.00,1.00,187971.71,7.98,54.00,0.62,0.28,1546.00,850.00,1700.00,1546.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,4.00,9.00,5.00,15.00
3360.00,1.00,100.00,2.00,7920.74,0.00,80.00,1.00,2.00,1546.00,700.00,2680.00,3300.00,2.50,6.00,18.00,7.00,9.00,14.00,9.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,35.00,31.00,7.00,7.00,5.00,7.00,2.00,13.00
4836.00,1.00,100.00,2.00,112466.82,0.00,80.00,1.00,2.00,890.00,0.00,890.00,0.00,3.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,9.00,9.00,65.00,4.00,2.00,17.00,28.00,7.00,2.00,2.00,2.00,2.00,8.00
5025.00,1.00,100.00,2.00,112466.82,0.00,80.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
6192.00,1.00,100.00,2.00,112466.82,0.00,80.00,1.00,2.00,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
4635.00,1.00,100.00,2.00,112466.82,0.00,80.00,1.00,2.00,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
4093.00,1.00,100.00,2.00,112466.82,0.00,80.00,1.00,2.00,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
4856.00,1.00,100.00,2.00,112466.82,0.00,80.00,1.00,2.00,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
6185.00,1.00,100.00,1.00,242608.81,8.05,74.80,0.62,0.28,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
5967.00,1.00,100.00,1.00,240195.47,8.05,75.00,0.62,0.28,4200.00,550.00,2460.00,2558.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,12.00,12.00,65.00,4.00,4.00,46.00,21.00,7.00,7.00,6.00,9.00,8.00,13.00
6664.00,1.00,100.00,1.00,242608.81,8.05,75.00,0.62,0.28,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
7078.00,1.00,100.00,2.00,29042.30,0.00,80.00,1.00,2.00,2388.00,550.00,2460.00,2388.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
6078.00,1.00,100.00,2.00,29042.30,0.00,80.00,1.00,2.00,2388.00,550.00,2460.00,2388.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
5876.00,1.00,100.00,2.00,29042.30,0.00,80.00,1.00,2.00,4200.00,700.00,2460.00,2388.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,12.00,12.00,65.00,4.00,4.00,46.00,31.00,7.00,6.00,3.00,9.00,7.00,15.00
4683.00,1.00,100.00,1.00,219239.60,8.05,75.00,0.62,0.28,2388.00,550.00,2460.00,2388.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
4758.00,1.00,100.00,1.00,219211.75,8.05,75.10,0.62,0.28,2388.00,550.00,2460.00,2388.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
5783.00,1.00,100.00,1.00,216283.97,8.05,75.20,0.62,0.28,2388.00,550.00,2460.00,2388.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
5142.00,1.00,100.00,1.00,204525.36,8.05,74.30,0.62,0.28,2388.00,600.00,3990.00,4200.00,4.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,32.00,7.00,7.00,5.00,9.00,2.00,13.00
5399.00,1.00,100.00,1.00,238106.77,8.05,66.50,0.62,0.28,2388.00,660.00,2460.00,2388.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,42.00,31.00,7.00,6.00,5.00,9.00,7.00,15.00
4547.00,1.00,100.00,1.00,258232.16,8.05,66.60,0.62,0.28,2388.00,700.00,2460.00,2388.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,42.00,21.00,7.00,6.00,5.00,9.00,7.00,15.00
3492.00,1.00,100.00,1.00,205008.97,8.05,74.10,0.62,0.28,2388.00,600.00,3990.00,4200.00,4.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,32.00,7.00,7.00,5.00,9.00,2.00,13.00
5201.00,1.00,100.00,1.00,231582.60,8.05,64.80,0.62,0.28,2388.00,390.00,2460.00,2388.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,42.00,21.00,7.00,7.00,7.00,9.00,8.00,15.00
4730.00,1.00,100.00,1.00,203678.85,8.05,74.00,0.62,0.28,2388.00,550.00,3990.00,4200.00,4.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,32.00,7.00,7.00,5.00,9.00,2.00,13.00
6356.00,1.00,100.00,1.00,202336.44,8.05,66.40,0.62,0.28,2388.00,550.00,3990.00,4200.00,4.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,32.00,7.00,7.00,5.00,9.00,2.00,13.00
5800.00,1.00,100.00,1.00,201511.30,8.05,74.20,0.62,0.28,2388.00,550.00,3990.00,4200.00,4.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,32.00,7.00,7.00,5.00,9.00,2.00,13.00
5578.00,1.00,100.00,1.00,198768.83,8.05,62.60,0.62,0.28,0.00,550.00,3990.00,4200.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,4.00,6.00,31.00,21.00,7.00,7.00,5.00,9.00,2.00,14.00
6855.00,1.00,100.00,1.00,215790.19,8.05,75.50,0.62,0.28,2388.00,550.00,2460.00,2388.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
6543.00,1.00,100.00,4.00,9016.60,0.00,100.00,1.00,4.00,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,21.00,14.00,21.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
6335.00,1.00,100.00,2.00,72364.26,0.00,60.00,1.00,2.00,4200.00,350.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,12.00,12.00,65.00,4.00,4.00,46.00,31.00,7.00,7.00,5.00,9.00,8.00,15.00
5712.00,1.00,100.00,1.00,242530.66,8.05,74.80,0.62,0.28,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
6335.00,1.00,100.00,2.00,72364.26,0.00,60.00,1.00,2.00,2558.00,450.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,6.00,9.00,8.00,15.00
5619.00,1.00,100.00,2.00,72364.26,0.00,60.00,1.00,2.00,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,6.00,6.00,9.00,8.00,15.00
5800.00,1.00,100.00,2.00,72364.26,0.00,60.00,1.00,2.00,890.00,650.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,9.00,9.00,65.00,2.00,2.00,17.00,31.00,7.00,6.00,3.00,7.00,8.00,15.00
3922.00,1.00,100.00,2.00,72364.26,0.00,60.00,1.00,2.00,2558.00,550.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,6.00,6.00,9.00,8.00,15.00
4567.00,1.00,100.00,2.00,72364.26,0.00,60.00,1.00,2.00,2558.00,350.00,2460.00,2558.00,2.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,31.00,7.00,7.00,5.00,9.00,8.00,15.00
4825.00,1.00,100.00,1.00,12498.55,0.00,80.00,1.00,1.00,2558.00,360.00,2460.00,2558.00,1.50,6.00,18.00,7.00,19.00,14.00,19.00,14.00,3.00,4.00,14.00,14.00,65.00,5.00,5.00,43.00,30.00,7.00,7.00,7.00,9.00,6.00,15.00
4623.00,1.00,100.00,1.00,4610.92,0.00,70.00,1.00,1.00,4200.00,200.00,3990.00,4200.00,0.00,6.00,18.00,7.00,26.00,14.00,26.00,14.00,3.00,4.00,12.00,12.00,65.00,4.00,4.00,46.00,21.00,7.00,7.00,7.00,9.00,2.00,13.00
4601.00,1.00,100.00,1.00,236577.62,8.05,61.90,0.62,0.28,2558.00,250.00,2460.00,2558.00,7.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,5.00,9.00,8.00,15.00
6518.00,1.00,100.00,1.00,235531.10,8.05,62.20,0.62,0.28,2558.00,250.00,2460.00,2558.00,7.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,5.00,9.00,8.00,15.00
6345.00,1.00,100.00,1.00,213922.70,8.05,55.10,0.62,0.28,0.00,0.00,0.00,0.00,0.00,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,15.00,15.00,65.00,2.00,6.00,31.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
5080.00,1.00,100.00,2.00,16354.83,0.00,60.00,1.00,2.00,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
5272.00,1.00,100.00,2.00,16354.83,0.00,60.00,1.00,2.00,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
5707.00,1.00,100.00,1.00,199429.00,8.05,61.40,0.62,0.28,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
5906.00,1.00,100.00,2.00,16354.83,0.00,60.00,1.00,2.00,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
5906.00,1.00,100.00,2.00,16354.83,0.00,60.00,1.00,2.00,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,25.00,14.00,25.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
5906.00,1.00,100.00,4.00,9016.60,0.00,100.00,1.00,4.00,2558.00,250.00,3990.00,4200.00,7.50,6.00,18.00,7.00,21.00,14.00,21.00,14.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,43.00,33.00,7.00,7.00,7.00,9.00,2.00,13.00
5110.00,1.00,100.00,1.00,225884.34,8.05,65.20,0.62,0.28,2388.00,300.00,2460.00,2388.00,2.50,6.00,18.00,7.00,5.00,10.00,5.00,10.00,3.00,4.00,14.00,14.00,65.00,4.00,5.00,42.00,31.00,7.00,7.00,5.00,9.00,8.00,15.00
