样点地价,级别,功能分,等级,面积_1,折现年份,设定功能分,贴现系数,等级_1,级别价,距车站距离,级别价评估,区片价评估,测算容积率,用途_E,乡镇名称_E,名称_E,规划用途_E,开发程度_E,规划用途_1_E,开发程度_1_E,分类_E,主要区域_E,DLBM_E,DLMC_E,ZLDWMC_E,BZ_E,用途_1_E,区片_E,容积率_1_E,商服评价_E,市场评价_E,车站评价_E,银行评价_E,文娱评价_E,评估用途_E
2034.00,2.17,51.58,2.02,217713.79,8.01,54.00,0.62,2.00,1050.00,0.00,1490.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
2076.00,2.16,51.58,2.04,222342.20,8.01,53.70,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
2117.00,2.16,51.58,2.04,223010.16,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
2170.00,2.16,51.58,2.04,223010.16,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
2170.00,2.16,51.58,2.04,222609.54,8.01,53.70,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
2020.00,2.17,55.30,1.94,236523.56,8.01,55.30,0.62,2.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,15.00,15.00,53.00,2.00,6.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
2114.00,2.18,54.80,1.94,231463.42,8.11,55.10,0.61,2.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,15.00,15.00,53.00,2.00,6.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
2048.00,2.17,51.58,2.02,217615.53,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
2010.00,2.17,51.58,2.02,221810.92,8.01,54.20,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
2020.00,2.18,54.80,1.94,235860.56,8.11,54.70,0.61,2.00,0.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,15.00,15.00,53.00,2.00,6.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
1841.00,2.16,51.58,2.02,226556.09,8.01,54.90,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,31.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1736.00,2.16,51.58,2.02,226556.09,8.01,54.90,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,31.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1703.00,2.17,51.08,2.02,221450.70,8.01,54.30,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,31.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1703.00,2.17,51.08,2.02,221450.70,8.01,54.30,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,31.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1875.00,2.49,51.08,2.02,248113.88,8.11,54.80,0.61,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,28.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1747.00,2.17,51.08,2.02,221450.70,8.01,54.30,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,31.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1754.00,2.16,52.80,2.02,234157.50,8.56,54.20,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,33.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,9.00,2.00,15.00
1767.00,2.17,52.80,2.02,233767.96,8.56,54.20,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,33.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,9.00,2.00,15.00
1702.00,2.17,52.80,2.02,233988.97,8.56,53.70,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,33.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,9.00,2.00,15.00
1675.00,2.17,52.80,2.02,233950.30,8.63,54.90,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,33.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,9.00,2.00,15.00
1584.00,2.17,50.72,2.02,233277.99,8.63,54.40,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,33.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,7.00,2.00,15.00
1554.00,2.49,51.08,2.02,249070.49,8.73,53.60,0.60,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,25.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1385.00,2.17,52.80,2.02,237546.70,8.56,54.20,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,33.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,9.00,2.00,15.00
1759.00,2.17,53.30,2.01,222725.28,8.01,54.70,0.62,2.00,310.00,0.00,310.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
1707.00,2.17,52.80,2.02,236672.16,8.56,54.20,0.62,2.00,835.00,0.00,835.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,12.00,12.00,33.00,2.00,4.00,14.00,21.00,5.00,2.00,2.00,9.00,2.00,13.00
1642.00,2.17,53.30,2.01,238676.33,8.15,55.10,0.62,2.00,310.00,0.00,310.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,9.00,9.00,33.00,2.00,2.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,8.00
1503.00,2.49,51.08,2.02,249759.12,8.73,53.90,0.60,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,10.00,10.00,25.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,7.00,2.00,10.00
1556.00,2.49,51.08,2.02,249212.14,8.73,53.90,0.60,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,25.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1568.00,2.49,51.44,2.02,248803.15,8.73,53.60,0.60,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,25.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1584.00,2.49,51.08,2.02,248812.18,8.66,53.30,0.60,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,31.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1906.00,2.17,51.58,2.02,221810.92,8.01,54.20,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
2104.00,2.17,51.58,2.02,217615.53,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
1971.00,2.17,51.58,2.02,217615.53,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
2048.00,2.17,51.58,2.02,216886.43,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
2048.00,2.17,51.58,2.02,216886.43,8.01,54.00,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
1845.00,2.17,51.58,2.02,227637.91,8.01,54.10,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
1877.00,2.17,51.58,2.02,215766.64,8.01,54.20,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
1654.00,2.17,51.22,2.02,231280.10,8.01,54.60,0.62,2.00,655.00,0.00,655.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,14.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
2170.00,2.17,51.58,2.02,216629.49,8.01,53.70,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
2207.00,2.17,51.58,2.02,216957.01,7.94,53.70,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
2193.00,2.17,51.58,2.02,216629.49,8.01,53.70,0.62,2.00,1050.00,0.00,1050.00,0.00,0.00,5.00,5.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,53.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
1549.00,2.16,51.58,2.02,227066.22,8.01,54.50,0.62,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,9.00,2.00,15.00
1601.00,2.16,51.58,2.02,227066.22,8.01,54.50,0.62,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,9.00,2.00,15.00
1654.00,2.49,53.30,2.02,245268.64,8.11,54.70,0.61,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,6.00,2.00,2.00,7.00,2.00,15.00
1662.00,2.49,53.30,2.02,245052.72,8.11,54.40,0.61,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,6.00,2.00,2.00,7.00,2.00,15.00
1520.00,2.17,51.22,2.02,218802.36,8.01,54.50,0.62,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,6.00,2.00,15.00
1508.00,2.16,51.22,2.02,225394.13,8.01,54.50,0.62,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,5.00,2.00,2.00,6.00,2.00,15.00
1913.00,2.45,51.58,2.02,246172.76,8.11,53.90,0.61,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1820.00,2.45,51.58,2.02,244974.21,8.11,53.80,0.61,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,9.00,2.00,15.00
1872.00,2.45,51.58,2.02,245990.37,8.11,53.80,0.61,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,9.00,2.00,15.00
1860.00,2.45,51.58,2.02,245689.50,8.11,53.90,0.61,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1754.00,2.16,51.58,2.02,231373.76,8.01,53.80,0.62,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1807.00,2.16,51.58,2.02,231641.10,8.01,53.80,0.62,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1584.00,2.21,53.30,2.02,226036.66,8.11,54.50,0.61,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,3.00,2.00,15.00
1532.00,2.49,53.30,2.02,243256.00,8.04,54.50,0.61,2.00,640.00,0.00,640.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,3.00,2.00,15.00
1999.00,2.17,51.58,2.02,215958.21,8.01,54.00,0.62,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1922.00,2.46,53.80,2.01,245224.04,8.11,54.80,0.61,2.00,250.00,0.00,335.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,6.00,6.00,46.00,2.00,2.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,6.00
1877.00,2.17,51.58,2.02,228306.66,8.01,53.90,0.62,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1850.00,2.17,51.58,2.02,228090.74,8.01,53.90,0.62,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1654.00,2.17,51.58,2.02,217772.86,8.01,54.10,0.62,2.00,1020.00,0.00,1020.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
1736.00,2.17,51.58,2.02,215135.04,8.01,53.90,0.62,2.00,1020.00,0.00,1460.00,0.00,0.00,5.00,11.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,46.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
1702.00,2.17,51.08,2.02,221333.75,8.08,55.30,0.62,2.00,800.00,0.00,800.00,0.00,0.00,5.00,3.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,35.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1609.00,2.17,51.08,2.00,226786.63,8.08,55.50,0.62,2.00,800.00,0.00,800.00,0.00,0.00,5.00,3.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,35.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1636.00,2.17,51.08,2.02,221156.75,8.08,55.30,0.62,2.00,800.00,0.00,800.00,0.00,0.00,5.00,3.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,35.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1636.00,2.17,51.08,2.02,220421.11,8.08,55.20,0.62,2.00,800.00,0.00,800.00,0.00,0.00,5.00,3.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,35.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1538.00,2.17,53.30,2.06,220043.69,8.01,54.60,0.62,2.00,360.00,0.00,360.00,0.00,2.00,5.00,8.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,39.00,2.00,5.00,14.00,16.00,7.00,2.00,2.00,7.00,2.00,15.00
1563.00,2.17,53.30,2.06,218479.59,8.01,54.60,0.62,2.00,360.00,0.00,360.00,0.00,2.00,5.00,8.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,39.00,2.00,5.00,14.00,16.00,8.00,2.00,2.00,9.00,2.00,15.00
1532.00,2.17,53.80,2.05,220176.22,8.01,54.70,0.62,2.00,360.00,0.00,235.00,0.00,2.00,5.00,8.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,39.00,2.00,5.00,14.00,16.00,2.00,2.00,2.00,2.00,2.00,8.00
1961.00,2.20,57.80,2.00,82339.43,0.00,60.00,1.00,2.00,840.00,0.00,1230.00,0.00,2.00,5.00,9.00,1.00,6.00,9.00,6.00,9.00,1.00,1.00,14.00,14.00,47.00,2.00,5.00,17.00,18.00,7.00,2.00,2.00,9.00,2.00,13.00
1865.00,2.19,51.36,2.00,60747.38,0.00,80.00,1.00,2.00,505.00,0.00,660.00,0.00,3.00,5.00,9.00,1.00,9.00,9.00,9.00,9.00,1.00,1.00,14.00,14.00,37.00,2.00,5.00,14.00,27.00,7.00,2.00,2.00,9.00,2.00,13.00
1718.00,2.19,50.00,2.00,60747.38,0.00,80.00,1.00,2.00,505.00,0.00,660.00,0.00,2.00,5.00,9.00,1.00,9.00,9.00,9.00,9.00,2.00,2.00,14.00,14.00,37.00,2.00,5.00,14.00,18.00,8.00,2.00,2.00,7.00,2.00,13.00
1665.00,2.50,50.00,1.00,162409.29,0.00,60.00,1.00,1.00,505.00,0.00,505.00,0.00,2.00,5.00,9.00,1.00,17.00,4.00,17.00,4.00,2.00,2.00,14.00,14.00,37.00,2.00,5.00,14.00,18.00,6.00,2.00,2.00,6.00,2.00,15.00
1556.00,2.49,51.08,2.02,247834.52,8.11,54.70,0.61,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1586.00,2.49,51.08,2.02,245962.55,8.11,54.50,0.61,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1593.00,2.49,51.08,2.02,247834.52,8.11,54.70,0.61,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1567.00,2.49,51.08,2.02,248077.10,8.11,54.80,0.61,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,8.00,2.00,2.00,7.00,2.00,15.00
1567.00,2.49,51.08,2.02,248500.53,8.11,54.60,0.61,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,7.00,2.00,15.00
1638.00,2.18,53.30,2.06,265299.58,8.39,55.40,0.61,2.00,0.00,0.00,0.00,0.00,1.97,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,8.00,8.00,38.00,1.00,3.00,13.00,12.00,3.00,1.00,1.00,1.00,1.00,9.00
1673.00,2.17,51.08,2.04,253880.40,8.15,54.70,0.62,2.00,1320.00,0.00,1320.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,12.00,12.00,29.00,2.00,4.00,17.00,21.00,8.00,2.00,2.00,7.00,2.00,13.00
1620.00,2.17,51.08,2.02,231128.61,8.01,54.60,0.62,2.00,570.00,0.00,570.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,9.00,2.00,15.00
1567.00,2.17,51.08,2.02,232400.42,8.01,54.20,0.62,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,6.00,2.00,2.00,7.00,2.00,15.00
1620.00,2.18,53.30,2.06,265299.58,8.39,55.40,0.61,2.00,0.00,0.00,0.00,0.00,1.97,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,8.00,8.00,38.00,1.00,3.00,13.00,12.00,3.00,1.00,1.00,1.00,1.00,9.00
1455.00,2.18,53.30,2.06,272461.84,8.39,55.40,0.61,2.00,0.00,0.00,0.00,0.00,2.01,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,8.00,8.00,38.00,1.00,3.00,13.00,12.00,3.00,1.00,1.00,1.00,1.00,9.00
1455.00,2.17,51.08,2.02,231437.88,8.01,54.30,0.62,2.00,570.00,0.00,570.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,14.00,21.00,6.00,2.00,2.00,9.00,2.00,15.00
1654.00,2.17,51.08,2.02,226236.33,8.01,54.60,0.62,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,5.00,2.00,2.00,9.00,2.00,15.00
1613.00,2.17,51.08,2.02,233164.96,8.01,54.50,0.62,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,29.00,2.00,5.00,17.00,21.00,6.00,2.00,2.00,9.00,2.00,15.00
1707.00,2.26,54.30,1.94,258375.19,8.11,55.40,0.60,2.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,15.00,15.00,29.00,2.00,6.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
1549.00,2.17,51.08,2.00,224523.49,8.22,54.60,0.62,2.00,570.00,0.00,570.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,32.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,6.00,2.00,15.00
1560.00,2.18,54.30,1.92,256728.44,8.18,55.90,0.61,2.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,15.00,15.00,32.00,2.00,6.00,14.00,21.00,2.00,2.00,2.00,2.00,2.00,14.00
1532.00,2.17,52.80,2.00,223975.64,8.08,55.60,0.62,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,32.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1584.00,2.17,52.80,2.00,223381.88,8.08,55.60,0.62,2.00,900.00,0.00,900.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,32.00,2.00,5.00,17.00,21.00,7.00,2.00,2.00,9.00,2.00,15.00
1532.00,2.18,53.30,1.99,227923.31,8.11,55.40,0.61,2.00,280.00,0.00,280.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,7.00,7.00,32.00,2.00,2.00,17.00,21.00,2.00,2.00,2.00,2.00,2.00,7.00
1268.00,2.17,51.08,2.02,217297.47,8.08,55.30,0.62,2.00,570.00,0.00,570.00,0.00,0.00,5.00,4.00,1.00,5.00,10.00,5.00,10.00,1.00,1.00,14.00,14.00,32.00,2.00,5.00,14.00,21.00,8.00,2.00,2.00,9.00,2.00,15.00
