OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,样点编号,用途,乡镇名称,样点地价,最近路距,Id,面积,评价,作用分,级别,区域,名称,功能分,规划用途,开发程度,等级,Id_1,规划用途_1,面积_1,开发程度_1,折现年份,设定功能分,贴现系数,折现分数,等级_1,分类,主要区域,作用半径,OBJECTID_1,服务半径,ET_ID,容积率,用地类型,ET_Gaps,Id_12,道路名称,道路类型,长度,交通量预测,住宅道路类,商业道路类,工业道路类,住宅功能分,商业功能分,工业功能分,等级_12,作用半径_1,功能分_1,按城镇类型,按商业分,按住宅分,按工业分,商业指数,住宅指数,工业指数,道路服务水,道路长度,道路宽度,人行道宽,Id_12_13,作用分_1,作用半径_12,名称_1,级别_1,站点名称,功能分_12,作用分值,医院名称,等级_12_13,序号,医院名称_1,位置,所在区域（,占地面积（,建筑面积（,开办性质,等级_12_13_14,医院类型,医护人员数,有职称人员,科室数,病床数,年均门诊人,年均住院数,学校名称,办学类型_1,城乡类型,坐落,班级数_1,学生人数_1,教职工数,占地面积_1,教室（间_1,银行名称,窗口数,POINT_X,POINT_Y,TBBH,DLBM,DLMC,QSXZ,ZLDWDM,ZLDWMC,TBMJ,TBDLMJ,XZDWKD,CZCSXM,SJNF,BZ,SHAPE_Leng,xzdm,RuleID,分类_1,用途_1,区片,级别价,控规用途,容积率_1,距商服范围,距市场距离,距车站距离,距银行距离,距学校距离,距医疗距离,距文娱距离,商服评价,市场评价,车站评价,银行评价,学校评价,医疗评价,文娱评价,编号,级别价评估,区片价评估,测算容积率,评估用途,面积_公顷
32,4,32,1,32,0,32,0,32,z32,住宅用地,横州镇,4070,7.953117716,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629800.72,2510098.523,574,05H1,商业服务业设施用地,20,4501271000090000000,横州,25091.35968,25080.94,0,202,2019,102030,1275.054094,450127100,15,建设用地,商服用地,S101,4200,商业服务业设施用地,3.5-4.5,10,50,250,0,0,0,0,优,优,优,优, , , ,B3900,3990,4200,4.5,商业服务业设施用地,2.50913597
33,3,33,1,33,0,33,0,33,z33,住宅用地,横州镇,4739,6.321048929,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629535.97,2510334.543,571,0701,城镇住宅用地,20,4501271000090000000,横州,20133.22008,20124.87,0,202,2019,102030,1032.837699,450127100,18,建设用地,住宅用地,J102,2558,商业服务业设施用地,4.5-7.5,10,50,250,0,0,0,0,优,优,优,优, , , ,B3951,3990,4200,7.5,商业服务业设施用地,2.01332201
34,4,34,1,34,0,34,0,34,z34,住宅用地,横州镇,5127,5.040341616,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629537.82,2510281.569,566,08H1,机关团体新闻出版用地,20,4501271000090000000,横州,3066.912896,3065.64,0,202,2019,102030,231.4353884,450127100,23,建设用地,公共管理与公共服务用地,一级,890,城镇住宅用地,1.5-2.5,10,100,250,50,400,200,50,优,优,较优,优,较优,优,优,B3916,2460,2388,2.5,城镇住宅用地,0.30669129
35,5,35,1,35,0,35,0,35,z35,住宅用地,横州镇,3664,7.530022104,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,22139.84,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629543.01,2510210.894,574,05H1,商业服务业设施用地,20,4501271000090000000,横州,25091.35968,25080.94,0,202,2019,102030,1275.054094,450127100,15,建设用地,商服用地,S101,4200,商业服务业设施用地,3.5-4.5,10,50,250,0,0,0,0,优,优,优,优, , , ,B3900,3990,4200,4.5,商业服务业设施用地,2.50913597
36,4,36,1,36,0,36,0,36,z43,住宅用地,横州镇,3826,6.216435636,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630132.88,2510275.095,647,0701,城镇住宅用地,20,4501271000090000000,横州,12867.1589,12861.77,0,202,2019, ,738.1875817,450127100,18,建设用地,住宅用地,J104,2243,城镇住宅用地,1.5-2.5,100,350,850,100,100,450,450,优,较优,劣,优,优,较优,一般,B3942,2460,2243,2.5,城镇住宅用地,1.28671589
37,5,37,1,37,0,37,0,37,z44,住宅用地,横州镇,3535,19.11500927,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,75562.87,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630124.29,2510234.655,635,0701,城镇住宅用地,20,4501271000090000000,横州,51389.88199,51368.39,0,202,2019, ,1822.213964,450127100,18,建设用地,住宅用地,J103,2388,城镇住宅用地,1.5-2.5,50,150,700,100,50,500,350,优,优,较劣,优,优,较优,较优,B3912,2460,2388,2.5,城镇住宅用地,3.81007708
38,4,38,1,38,0,38,0,38,z45,住宅用地,横州镇,3971,6.400019938,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630114.19,2510282.201,647,0701,城镇住宅用地,20,4501271000090000000,横州,12867.1589,12861.77,0,202,2019, ,738.1875817,450127100,18,建设用地,住宅用地,J104,2243,城镇住宅用地,1.5-2.5,100,350,850,100,100,450,450,优,较优,劣,优,优,较优,一般,B3942,2460,2243,2.5,城镇住宅用地,1.28671589
39,4,39,1,39,0,39,0,39,z46,住宅用地,横州镇,3826,10.04333753,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629992.71,2510320.786,613,0701,城镇住宅用地,20,4501271000090000000,横州,45220.87838,45202.02,0,202,2019,102030,1277.854479,450127100,18,建设用地,住宅用地,J102,2558,城镇住宅用地,1.5-2.5,10,200,550,50,50,300,150,优,优,一般,优,优,较优,优,B4020,2460,2558,2.5,城镇住宅用地,4.52208784
40,5,40,1,40,0,40,0,40,z47,住宅用地,横州镇,4068,21.92757055,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,29042.3,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629857.75,2510316.506,593,05H1,商业服务业设施用地,20,4501271000090000000,横州,1678.260977,1677.56,0,202,2019,102030,174.7776582,450127100,15,建设用地,商服用地,S101,4200,城镇住宅用地,1.5-2.5,10,150,550,100,150,300,150,优,优,一般,优,优,较优,优,B3931,2460,2388,2.5,城镇住宅用地,0.1678261
41,4,41,1,41,0,41,0,41,z48,住宅用地,横州镇,4068,3.936899627,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629850.69,2510356.867,613,0701,城镇住宅用地,20,4501271000090000000,横州,45220.87838,45202.02,0,202,2019,102030,1277.854479,450127100,18,建设用地,住宅用地,J102,2558,城镇住宅用地,1.5-2.5,10,200,550,50,50,300,150,优,优,一般,优,优,较优,优,B4020,2460,2558,2.5,城镇住宅用地,4.52208784
42,3,42,1,42,0,42,0,42,z49,住宅用地,横州镇,3728,0.508302771,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629640.01,2510407.402,575,0701,城镇住宅用地,20,4501271000090000000,横州,44353.92578,44335.51,0,202,2019,102030,1387.229571,450127100,18,建设用地,住宅用地,J102,2558,城镇住宅用地,4.5-7.5,10,150,250,50,150,50,50,优,优,较优,优,优,优,优,B8364,2460,2558,7.5,城镇住宅用地,1.61135146
43,5,43,1,43,0,43,0,43,z50,住宅用地,横州镇,3826,22.32062527,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,16354.83,现状,0,60,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629641.21,2510371.411,571,0701,城镇住宅用地,20,4501271000090000000,横州,20133.22008,20124.87,0,202,2019,102030,1032.837699,450127100,18,建设用地,住宅用地,J102,2558,商业服务业设施用地,4.5-7.5,10,50,250,0,0,0,0,优,优,优,优, , , ,B3951,3990,4200,7.5,商业服务业设施用地,2.01332201
44,3,44,1,44,0,44,0,44,z51,住宅用地,横州镇,3971,0,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629438.78,2510459.185,549,1004,城镇村道路用地,10,4501271000090000000,横州,1589.886729,1589.23,16.3,202,2019, ,227.5702946,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B1005,0,0,0,城镇村道路用地,0.15898867
45,5,45,1,45,0,45,0,45,z52,住宅用地,横州镇,4453,18.62336947,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,16354.83,现状,0,60,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629548.05,2510338.544,571,0701,城镇住宅用地,20,4501271000090000000,横州,20133.22008,20124.87,0,202,2019,102030,1032.837699,450127100,18,建设用地,住宅用地,J102,2558,商业服务业设施用地,4.5-7.5,10,50,250,0,0,0,0,优,优,优,优, , , ,B3951,3990,4200,7.5,商业服务业设施用地,2.01332201
46,4,46,1,46,0,46,0,46,z53,住宅用地,横州镇,4560,6.298575627,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629684.64,2510305.635,571,0701,城镇住宅用地,20,4501271000090000000,横州,20133.22008,20124.87,0,202,2019,102030,1032.837699,450127100,18,建设用地,住宅用地,J102,2558,商业服务业设施用地,4.5-7.5,10,50,250,0,0,0,0,优,优,优,优, , , ,B3951,3990,4200,7.5,商业服务业设施用地,2.01332201
47,4,47,1,47,0,47,0,47,z54,住宅用地,横州镇,4519,0,0,3693166.9,,100,1,,旧城片区,100,行政办公用地,现状,1,0,行政办公用地,4610.92,现状,0,70,1,40,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629457.82,2510519.217,576,1004,城镇村道路用地,10,4501271000090000000,横州,82948.27263,82913.71,24.3,202,2019, ,6881.51986,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B966,0,0,0,城镇村道路用地,8.29482726
48,5,48,1,48,0,48,0,48,z55,住宅用地,横州镇,4080,5.267949738,0,3693166.9,,100,1,,旧城片区,100,行政办公用地,现状,1,0,行政办公用地,90163.43,现状,0,70,1,40,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629217.43,2510140.653,510,08H1,机关团体新闻出版用地,20,4501271000090000000,横州,33344.48309,33330.75,0,202,2019,102030,1148.901126,450127100,23,建设用地,公共管理与公共服务用地,一级,890,机关团体新闻出版用地,2.5-3.5,250,0,0,0,0,0,0,优, , , , , , ,B3865,890,0,3.5,机关团体新闻出版用地,3.33444831
49,5,49,1,49,0,49,0,49,z56,住宅用地,横州镇,3983,9.408303882,0,3693166.9,,100,1,,旧城片区,100,行政办公用地,现状,1,0,行政办公用地,90163.43,现状,0,70,1,40,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629189.61,2510109.971,510,08H1,机关团体新闻出版用地,20,4501271000090000000,横州,33344.48309,33330.75,0,202,2019,102030,1148.901126,450127100,23,建设用地,公共管理与公共服务用地,一级,890,机关团体新闻出版用地,2.5-3.5,250,0,0,0,0,0,0,优, , , , , , ,B3865,890,0,3.5,机关团体新闻出版用地,3.33444831
50,5,50,1,50,0,50,0,50,z57,住宅用地,横州镇,4150,9.331389306,0,3693166.9,,100,1,,旧城片区,100,行政办公用地,现状,1,0,行政办公用地,90163.43,现状,0,70,1,40,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629060.03,2509971.497,908,0701,城镇住宅用地,20,4501271000090000000,横州,311.8818987,311.75,0,202,2019,102041,86.29362077,450127100,18,建设用地,住宅用地,J101,2695, ,1.5-2.5,550,720,500,480,780,750,540,一般,一般,较劣,一般,一般,一般,较劣,B3828,2460,2695,2.5,城镇住宅用地,0.03118819
51,5,51,1,51,0,51,0,51,z36,住宅用地,横州镇,3721,1.031745859,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,22139.84,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629604.8,2510093.657,570,0701,城镇住宅用地,20,4501271000090000000,横州,12399.19412,12394.05,0,202,2019,102030,629.7803301,450127100,18,建设用地,住宅用地,J103,2388,商业服务业设施用地,3.5-4.5,100,100,300,50,0,0,0,优,优,优,优, , , ,B8348,3990,4200,4.5,商业服务业设施用地,0.61808345
52,5,52,1,52,0,52,0,52,z37,住宅用地,横州镇,3910,0.794691269,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,22139.84,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629630.4,2510090.58,570,0701,城镇住宅用地,20,4501271000090000000,横州,12399.19412,12394.05,0,202,2019,102030,629.7803301,450127100,18,建设用地,住宅用地,J103,2388,商业服务业设施用地,3.5-4.5,100,100,300,50,0,0,0,优,优,优,优, , , ,B8348,3990,4200,4.5,商业服务业设施用地,0.61808345
53,4,53,1,53,0,53,0,53,z38,住宅用地,横州镇,3813,7.370714445,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629861.43,2510066.771,605,0701,城镇住宅用地,20,4501271000090000000,横州,32345.36662,32331.89,0,202,2019,102030,1445.544822,450127100,18,建设用地,住宅用地,J103,2388,商业服务业设施用地,4.5-7.5,10,200,600,50,0,0,0,优,优,较优,优, , , ,B8363,3990,4200,7.5,商业服务业设施用地,0.27432529
54,4,54,1,54,0,54,0,54,z39,住宅用地,横州镇,3910,7.316375756,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629905.56,2510058.219,605,0701,城镇住宅用地,20,4501271000090000000,横州,32345.36662,32331.89,0,202,2019,102030,1445.544822,450127100,18,建设用地,住宅用地,J103,2388,商业服务业设施用地,3.5-4.5,10,300,600,50,0,0,0,优,优,较优,优, , , ,B8346,3990,4200,4.5,商业服务业设施用地,0.29416635
55,5,55,1,55,0,55,0,55,z58,住宅用地,横州镇,3983,16.04023874,0,3693166.9,,100,1,,旧城片区,100,行政办公用地,现状,1,0,行政办公用地,90163.43,现状,0,70,1,40,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629055.38,2509920.622,907,05H1,商业服务业设施用地,20,4501271000090000000,横州,946.8624002,946.47,0,202,2019,102045,135.2850179,450127100,15,建设用地,商服用地,S204,2250, ,1.5-2.5,580,730,440,500,0,0,0,较优,较优,优,较优, , , ,B3820,2680,2250,2.5,商业服务业设施用地,0.09468624
56,4,56,1,56,0,56,0,56,z40,住宅用地,横州镇,3716,10.35437316,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630073.82,2510001.299,635,0701,城镇住宅用地,20,4501271000090000000,横州,51389.88199,51368.39,0,202,2019,102030,1822.213964,450127100,18,建设用地,住宅用地,J103,2388,商业服务业设施用地,3.5-4.5,50,100,700,50,0,0,0,优,优,较优,优, , , ,B8347,3990,3825,4.5,商业服务业设施用地,0.98173798
57,4,57,1,57,0,57,0,57,z41,住宅用地,横州镇,3910,10.65117429,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630174.61,2509959.623,921,08H2,科教文卫用地,20,4501271000090000000,横州,8805.473653,8801.79,0,202,2019,102030,408.6705718,450127100,24,建设用地,公共管理与公共服务用地,一级,890,科教文卫用地,≤1.5,200,0,0,0,0,0,0,优, , , , , , ,B3843,890,0,1.5,科教文卫用地,0.88054737
58,4,58,1,58,0,58,0,58,z42,住宅用地,横州镇,3619,10.51220588,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630213.92,2509941.26,921,08H2,科教文卫用地,20,4501271000090000000,横州,8805.473653,8801.79,0,202,2019,102030,408.6705718,450127100,24,建设用地,公共管理与公共服务用地,一级,890,科教文卫用地,≤1.5,200,0,0,0,0,0,0,优, , , , , , ,B3843,890,0,1.5,科教文卫用地,0.88054737
59,5,59,1,59,0,59,0,59,z59,住宅用地,横州镇,2374,19.32726305,0,3890690.55,,100,3,,蒙垌片区,50,生产防护绿地,现状,4,0,生产防护绿地,27541.64,现状,0,50,1,50,4,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628758.53,2509614.851,844,0701,城镇住宅用地,20,4501271000090000000,横州,57233.41261,57210.05,0,202,2019, ,1611.667029,450127100,18,建设用地,住宅用地,J306,910,城镇住宅用地,1.5-2.5,950,1150,850,950,1050,1150,250,一般,一般,较优,劣,较劣,一般,优,B3771,1190,910,2.5,城镇住宅用地,3.39595273
60,5,60,1,60,0,60,0,60,z60,住宅用地,横州镇,2511,14.16717742,0,3890690.55,,100,3,,蒙垌片区,50,生产防护绿地,现状,4,0,生产防护绿地,27541.64,现状,0,50,1,50,4,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628749.01,2509640.602,844,0701,城镇住宅用地,20,4501271000090000000,横州,57233.41261,57210.05,0,202,2019, ,1611.667029,450127100,18,建设用地,住宅用地,J306,910,城镇住宅用地,1.5-2.5,950,1150,850,950,1050,1150,250,一般,一般,较优,劣,较劣,一般,优,B3771,1190,910,2.5,城镇住宅用地,3.39595273
61,4,61,1,61,0,61,0,61,z63,住宅用地,横州镇,3780,2.134761244,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,75562.87,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630246.09,2510067.35,635,0701,城镇住宅用地,20,4501271000090000000,横州,51389.88199,51368.39,0,202,2019, ,1822.213964,450127100,18,建设用地,住宅用地,J103,2388,城镇住宅用地,1.5-2.5,50,150,700,100,50,500,350,优,优,较劣,优,优,较优,较优,B3912,2460,2388,2.5,城镇住宅用地,3.81007708
62,4,62,1,62,0,62,0,62,z61,住宅用地,横州镇,2482,12.288001,0,3890690.55,,100,3,,蒙垌片区,50,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628795.17,2509647.734,878,0701,城镇住宅用地,20,4501271000090000000,横州,10246.0364,10241.84,0,202,2019, ,648.4400616,450127100,18,建设用地,住宅用地,J306,910,城镇住宅用地,1.5-2.5,900,1000,850,800,1050,1100,100,一般,一般,较优,较劣,较劣,一般,优,B3774,1190,910,2.5,城镇住宅用地,0.87470408
63,4,63,1,63,0,63,0,63,z62,住宅用地,横州镇,3692,0,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,75562.87,现状,0,80,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630254.36,2510024.017,665,1004,城镇村道路用地,10,4501271000090000000,横州,23704.38465,23694.44,23.8,202,2019, ,2040.51853,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B937,0,0,0,城镇村道路用地,2.37043846
64,2,64,1,64,0,64,0,64,CQZ01,住宅用地,横州镇,2777,11.99474952,0,104346.45,,100,1,,好,,居住用地,现状1/2,2,0,居住用地,104346.45,现状1/2,2,60,0.8875,53.25,2,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36632648.64,2512583.347,160,0601,工业用地,20,4501271002110000000,曹村村委会,30391.50203,30378.3,0,202,2019,102030,1031.907821,450127100,16,建设用地,工矿仓储用地,G401,290, , ,0,0,0,0,0,0,0, , , , , , , ,B4693,245,290,0,工业用地,3.0391502
65,3,65,1,65,0,65,0,65,CQZ02,住宅用地,横州镇,2874,0,0,38777087,,100,1,,好,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36632509.62,2512522.453,200,1004,城镇村道路用地,10,4501271002110000000,曹村村委会,106673.0458,106626.63,25.7,202,2019, ,5425.572872,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B1115,0,0,0,城镇村道路用地,10.66730458
66,3,66,1,66,0,66,0,66,CQZ03,住宅用地,横州镇,2757,0,0,38777087,,100,1,,好,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36632429.15,2512446.625,200,1004,城镇村道路用地,10,4501271002110000000,曹村村委会,106673.0458,106626.63,25.7,202,2019, ,5425.572872,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B1115,0,0,0,城镇村道路用地,10.66730458
67,2,67,1,67,0,67,0,67,CQZ04,住宅用地,横州镇,2931,7.234286306,0,92133.92,,100,1,,好,,居住用地,规划5年,3,0,居住用地,92133.92,规划5年,5,60,0.742,44.52,3,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36632342.99,2512289.544,125,0701,城镇住宅用地,20,4501271002110000000,曹村村委会,6830.700321,6827.74,0,202,2019,102045,531.125625,450127100,18,建设用地,住宅用地,J304,1142, , ,1600,250,980,910,1650,2010,2680,较劣,优,较优,较劣,劣,较优,较优,B4645,1190,1143,0,城镇住宅用地,0.68307003
